*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1987 303    91   115     3     4.2  175.6   16598  156.5   19.1  16.9  34.4  19.5  11.1  10.8   5.4   3.3   2.1   0.0   0.0   0.0   0.5   1.0   0.6   0.8  2.52  1.09  0.57  0.00  0.00   47.83  106.83    1.44    0.00    1.37
 1987 304    92   115     3     4.2  170.5   16598  151.4   19.0  16.0  32.3  18.6  10.9  10.6   5.3   3.3   2.1   0.0   0.0   0.1   0.5   1.0   0.6   0.8  2.52  1.09  0.57  0.00  0.00   48.52  107.47    1.44    0.00    1.38
 1987 305    93   115     3     4.2  164.8   16597  145.9   18.9  15.1  30.2  17.5  10.7  10.4   5.3   3.3   2.1   0.0   0.0   0.1   0.5   0.9   0.6   0.8  2.51  1.09  0.57  0.00  0.00   49.24  108.20    1.45    0.00    1.38
 1987 306    94   115     3     4.2  161.6   16596  142.9   18.8  14.6  29.1  16.9  10.6  10.3   5.3   3.3   2.1   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.51  1.09  0.57  0.00  0.00   49.97  108.93    1.45    0.00    1.40
 1987 307    95   115     3     4.2  157.3   16596  138.8   18.5  13.9  27.6  16.1  10.4  10.1   5.3   3.4   2.1   0.0   0.0   0.1   0.5   0.9   0.6   0.7  2.48  1.09  0.56  0.00  0.00   50.70  109.74    1.46    0.00    1.42
 1987 308    96   115     3     4.2  152.9   16595  134.6   18.3  13.2  26.1  15.3  10.3  10.0   5.2   3.4   2.1   0.0   0.0   0.1   0.4   0.9   0.6   0.7  2.45  1.09  0.56  0.00  0.00   51.41  110.54    1.46    0.00    1.44
 1987 309    97   115     3     4.2  150.6   16594  132.4   18.1   9.4  26.9  14.9  10.2   9.9   5.2   3.4   2.1   0.0   0.0   0.1   0.4   0.9   0.6   0.7  2.43  1.09  0.56  0.00  0.00   52.06  111.25    1.46    0.00    1.45
 1987 310    98   115     3     4.2  147.9   16594  129.8   18.0   5.6  21.9  18.2  10.1   9.7   5.2   3.4   2.1   0.0   0.0   0.2   0.4   0.9   0.5   0.7  2.41  1.09  0.56  0.00  0.00   52.70  111.85    1.47    0.00    1.47
 1987 311    99   115     3     4.2  143.9   16593  125.9   18.0   5.3  20.7  17.1   9.9   9.5   5.2   3.4   2.2   0.0   0.0   0.2   0.6   0.9   0.5   0.7  2.37  1.09  0.55  0.00  0.00   53.35  112.35    1.47    0.00    1.49
 1987 312   100   115     3     4.2  136.4   16592  118.8   17.6   4.8  18.7  15.3   9.6   9.2   5.1   3.4   2.2   0.0   0.0   0.1   0.5   0.9   0.5   0.7  2.32  1.09  0.55  0.00  0.00   54.00  113.09    1.47    0.00    1.52
 1987 313   101   115     3     4.2  132.0   16592  114.5   17.5   4.4  17.4  14.3   9.5   9.0   5.0   3.4   2.2   0.0   0.0   0.2   0.5   0.9   0.5   0.6  2.29  1.09  0.55  0.00  0.00   54.63  113.67    1.47    0.00    1.54
 1987 314   102   115     3     4.2  126.8   16591  109.6   17.2   4.2  15.9  13.1   9.3   8.8   4.9   3.4   2.2   0.0   0.0   0.1   0.5   0.9   0.5   0.6  2.24  1.09  0.55  0.00  0.00   55.26  114.32    1.48    0.00    1.56
 1987 315   103   115     3     4.2  121.9   16591  104.9   17.0   3.9  14.6  12.1   9.0   8.5   4.8   3.4   2.2   0.0   0.0   0.1   0.5   0.9   0.5   0.6  2.20  1.09  0.54  0.00  0.00   55.90  114.94    1.48    0.00    1.58
 1987 316   104   115     3     4.2  116.1   16590   99.4   16.7   3.6  13.0  10.8   8.7   8.2   4.7   3.4   2.2   0.0   0.0   0.1   0.5   0.8   0.5   0.6  2.14  1.09  0.54  0.00  0.00   56.54  115.59    1.48    0.00    1.60
 1987 317   105   115     3     4.2  110.6   16589   94.2   16.4   3.3  11.7   9.7   8.4   7.9   4.6   3.5   2.2   0.0   0.0   0.1   0.5   0.8   0.5   0.6  2.09  1.09  0.54  0.00  0.00   57.18  116.23    1.48    0.00    1.62
 1987 318   106   115     3     4.2  101.4   16589   85.5   15.9   0.3   3.5   7.1   8.5   9.5   5.3   3.6   2.2   0.0   0.0   0.1   0.5   0.8   0.5   0.6  2.00  1.10  0.54  0.00  0.00   57.80  116.89    1.49    0.00    1.64
 1987 319   107   115     3     4.9   91.7   16588   75.9   15.7   0.3   2.6   5.3   7.4   8.4   4.8   3.7   2.4   0.0   0.0   0.2   0.6   0.8   0.5   0.6  1.86  1.10  0.54  0.00  0.00   58.56  117.04    1.50    0.00    1.66
 1987 320   108   115     3     4.9   83.4   16587   67.9   15.5   0.5   1.7   3.9   6.5   7.5   4.4   3.7   2.4   0.0   0.0   0.0   0.7   0.9   0.6   0.6  1.76  1.10  0.53  0.00  0.00   59.35  117.39    1.50    0.00    1.68
 1987 321   109   115     3     5.2   76.5   16587   61.1   15.4   0.4   1.4   3.1   5.5   6.6   4.1   3.8   2.4   0.0   0.0   0.2   0.8   0.9   0.6   0.6  1.66  1.10  0.53  0.00  0.00   60.13  117.58    1.51    0.00    1.69
 1987 322   110   115     3     5.3   70.0   16586   55.1   14.9   0.5   1.0   2.2   4.8   5.8   3.7   3.7   2.4   0.0   0.0   0.1   0.8   0.9   0.6   0.6  1.55  1.10  0.53  0.00  0.00   60.93  118.12    1.52    0.00    1.71
 1987 323   111   115     3     7.5   65.8   16585   51.3   14.5   0.2   0.7   1.4   3.1   4.7   4.1   4.0   3.0   0.0   0.0   0.1   0.7   0.9   0.6   0.6  1.51  1.10  0.53  0.00  0.00   61.72  118.91    1.52    0.00    1.71
 1987 324   112   115     3     8.8   61.1   16584   46.5   14.6   0.2   0.5   1.0   2.6   4.0   3.7   3.9   3.0   0.0   0.0   0.3   0.7   0.9   0.6   0.6  1.45  1.10  0.53  0.00  0.00   62.48  119.05    1.56    0.00    1.71
 1987 325   113   115     3     9.0   58.4   16584   43.7   14.7   0.2   0.5   0.9   2.3   3.6   3.4   3.9   3.1   0.0   0.0   0.4   0.8   0.9   0.6   0.6  1.40  1.11  0.53  0.00  0.00   63.22  119.25    1.59    0.00    1.72
 1987 326   114   115     3     9.6   51.4   16583   37.4   14.0   0.3   0.3   0.5   1.7   2.8   2.8   3.8   3.0   0.0   0.0   0.4   0.8   0.9   0.6   0.6  1.26  1.10  0.53  0.00  0.00   63.94  119.45    1.62    0.00    1.72
 1987 327   115   115     3     9.8   46.9   16582   33.9   13.1   0.7   0.3   0.4   1.4   2.4   2.4   3.5   3.0   0.0   0.0   0.1   0.8   0.7   0.6   0.6  1.18  1.06  0.53  0.00  0.00   64.63  120.10    1.63    0.00    1.72
 1987 328   116   115     3     9.9   46.2   16582   33.1   13.0   0.7   0.3   0.4   1.4   2.3   2.3   3.4   3.0   0.0   0.0   0.1   0.8   0.8   0.6   0.6  1.16  1.05  0.52  0.00  0.00   65.30  120.56    1.64    0.00    1.72
 1987 329   117   115     3     9.9   42.6   16581   30.4   12.2   0.5   0.5   0.3   1.2   2.0   2.1   3.1   3.0   0.0   0.0   0.1   0.6   0.7   0.6   0.6  1.09  1.01  0.52  0.00  0.00   65.96  121.19    1.65    0.00    1.72
 1987 330   118   115     3    10.0   38.2   16581   26.7   11.5   0.3   0.4   0.3   0.9   1.6   1.7   2.8   3.0   0.0   0.0   0.2   0.5   0.6   0.6   0.6  1.00  0.95  0.52  0.00  0.00   66.64  121.72    1.65    0.00    1.72
 1987 331   119   115     3    10.0   34.7   16580   23.7   11.0   0.3   0.4   0.3   0.7   1.3   1.4   2.4   3.0   0.0   0.0   0.3   0.5   0.6   0.6   0.6  0.92  0.90  0.52  0.00  0.00   67.33  122.22    1.65    0.00    1.72
 1987 332   120   115     3    10.0   31.8   16579   21.4   10.4   0.6   0.4   0.3   0.6   1.0   1.2   2.1   3.0   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.85  0.85  0.52  0.00  0.00   68.04  122.88    1.65    0.00    1.73
 1987 333   121   115     3    10.0   29.4   16579   19.3   10.0   0.4   0.4   0.3   0.5   0.8   1.0   1.9   3.0   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.80  0.79  0.51  0.00  0.00   68.79  123.49    1.65    0.00    1.73
 1987 334   122   115     3    10.0   27.5   16578   17.8    9.7   0.4   0.4   0.3   0.4   0.7   0.8   1.7   3.0   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.76  0.74  0.51  0.00  0.00   69.59  124.16    1.65    0.00    1.73
 1987 335   123   115     3    10.0   25.9   16577   16.5    9.4   0.4   0.4   0.3   0.4   0.6   0.7   1.5   3.0   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.73  0.70  0.51  0.00  0.00   70.42  124.86    1.65    0.00    1.73
 1987 336   124   115     3    10.0   24.6   16576   15.5    9.2   0.5   0.5   0.3   0.3   0.5   0.6   1.3   3.0   0.0   0.0   0.1   0.5   0.6   0.5   0.5  0.70  0.66  0.51  0.00  0.00   71.30  125.64    1.66    0.00    1.73
 1987 337   125   115     3    10.0   25.5   16576   16.2    9.3   0.7   0.7   0.4   0.4   0.5   0.6   1.3   3.0   0.0   0.0   0.1   0.5   0.7   0.5   0.5  0.71  0.65  0.51  0.00  0.00   72.19  126.42    1.66    0.00    1.74
 1987 338   126   115     3    10.0   26.4   16575   17.0    9.4   0.4   0.6   0.6   0.5   0.6   0.7   1.4   3.0   0.0   0.0   0.1   0.4   0.7   0.5   0.5  0.73  0.64  0.50  0.00  0.00   73.05  127.18    1.66    0.00    1.74
 1987 339   127   115     3    10.0   27.2   16574   17.1   10.1   0.3   0.6   0.6   0.5   0.6   0.7   1.4   3.0   0.0   0.0   0.2   0.6   0.9   0.6   0.5  0.75  0.63  0.50  0.00  0.00   73.87  127.33    1.66    0.00    1.74
 1987 340   128   115     3    10.7   27.3   16573   16.6   10.7   0.4   0.6   0.6   0.5   0.6   0.7   1.4   2.9   0.0   0.0   0.3   0.7   1.0   0.6   0.6  0.77  0.64  0.50  0.00  0.00   74.68  127.49    1.66    0.00    1.74
 1987 341   129   115     3    10.8   27.9   16573   16.9   11.0   0.8   0.6   0.6   0.5   0.6   0.7   1.4   2.9   0.0   0.0   0.1   0.8   1.1   0.6   0.6  0.78  0.63  0.50  0.00  0.00   75.45  127.96    1.66    0.00    1.74
 1987 342   130   115     3    10.8   28.7   16572   17.2   11.5   0.8   0.7   0.6   0.5   0.6   0.7   1.4   2.9   0.0   0.0   0.1   0.9   1.2   0.7   0.6  0.79  0.62  0.50  0.00  0.00   76.19  128.25    1.66    0.00    1.74
 1987 343   131   115     3    10.8   29.4   16571   17.6   11.8   0.8   0.8   0.7   0.5   0.6   0.7   1.4   2.9   0.0   0.0   0.3   1.0   1.3   0.7   0.6  0.81  0.61  0.49  0.00  0.00   76.92  128.62    1.67    0.00    1.74
 1987 344   132   115     3    10.8   30.1   16571   18.2   12.0   0.9   0.8   0.8   0.6   0.7   0.7   1.4   2.9   0.0   0.0   0.3   1.1   1.3   0.7   0.6  0.82  0.60  0.49  0.00  0.00   77.69  129.25    1.67    0.00    1.75
 1987 345   133   115     3    10.8   30.9   16570   19.3   11.6   1.3   1.1   1.0   0.6   0.7   0.7   1.4   2.9   0.0   0.0   0.1   0.9   1.3   0.7   0.6  0.83  0.60  0.49  0.00  0.00   78.48  130.38    1.67    0.00    1.75
 1987 346   134   115     3    10.8   31.7   16569   20.2   11.5   1.4   1.4   1.1   0.7   0.7   0.7   1.5   2.9   0.0   0.0   0.1   0.8   1.3   0.7   0.6  0.84  0.59  0.48  0.00  0.00   79.26  131.27    1.67    0.00    1.75
 1987 347   135   115     3    10.8   32.5   16569   21.1   11.4   1.5   1.7   1.3   0.8   0.8   0.7   1.5   2.9   0.0   0.0   0.1   0.7   1.2   0.7   0.6  0.86  0.58  0.47  0.00  0.00   80.05  132.19    1.67    0.00    1.75
 1987 348   136   115     3    10.8   33.3   16568   22.0   11.3   1.7   1.9   1.4   0.8   0.8   0.7   1.5   2.9   0.0   0.0   0.1   0.6   1.2   0.7   0.6  0.87  0.58  0.46  0.00  0.00   80.85  133.08    1.67    0.00    1.75
 1987 349   137   115     3    10.8   34.1   16567   22.9   11.2   1.9   2.1   1.6   0.9   0.9   0.8   1.5   2.9   0.0   0.0   0.1   0.6   1.2   0.7   0.6  0.88  0.57  0.44  0.00  0.00   81.64  133.94    1.67    0.00    1.75
 1987 350   138   115     3    10.8   34.9   16566   23.7   11.1   0.8   1.6   1.8   1.1   1.1   0.9   1.6   3.0   0.0   0.0   0.1   0.6   1.2   0.7   0.6  0.89  0.56  0.43  0.00  0.00   82.44  134.80    1.67    0.00    1.76
 1987 351   139   115     3    10.8   35.7   16566   23.9   11.7   0.7   1.6   1.8   1.1   1.1   0.9   1.6   3.0   0.0   0.0   0.2   0.7   1.3   0.7   0.7  0.91  0.56  0.42  0.00  0.00   83.22  134.99    1.67    0.00    1.76
 1987 352   140   115     3    11.2   36.1   16565   23.8   12.3   0.8   1.6   1.8   1.1   1.1   0.9   1.6   2.9   0.0   0.0   0.3   0.8   1.4   0.7   0.7  0.93  0.55  0.41  0.00  0.00   84.02  135.23    1.67    0.00    1.76
 1987 353   141   115     3    11.2   36.8   16564   24.3   12.6   1.2   1.6   1.8   1.1   1.1   0.9   1.6   3.0   0.0   0.0   0.0   0.9   1.5   0.8   0.7  0.95  0.54  0.40  0.00  0.00   84.80  135.74    1.67    0.00    1.76
 1987 354   142   115     3    11.2   37.6   16564   24.9   12.7   1.3   1.7   2.0   1.2   1.1   0.9   1.6   3.0   0.0   0.0   0.1   1.0   1.5   0.8   0.7  0.96  0.54  0.40  0.00  0.00   85.59  136.42    1.67    0.00    1.76
 1987 355   143   115     3    11.2   38.4   16563   25.9   12.4   1.5   2.0   2.1   1.3   1.1   0.9   1.7   3.0   0.0   0.0   0.1   0.9   1.5   0.8   0.7  0.97  0.53  0.39  0.00  0.00   86.34  137.41    1.67    0.00    1.76
 1987 356   144   115     3    11.2   39.1   16562   26.9   12.2   1.6   2.2   2.3   1.3   1.2   0.9   1.7   3.0   0.0   0.0   0.1   0.8   1.4   0.7   0.7  0.99  0.53  0.38  0.00  0.00   87.10  138.34    1.67    0.00    1.77
 1987 357   145   115     3    11.2   39.9   16562   27.8   12.1   1.8   2.4   2.5   1.4   1.2   1.0   1.7   3.0   0.0   0.0   0.1   0.7   1.4   0.7   0.7  1.00  0.52  0.37  0.00  0.00   87.85  139.24    1.67    0.00    1.77
 1987 358   146   115     3    11.2   40.6   16561   28.6   12.0   1.9   2.6   2.6   1.4   1.3   1.0   1.7   3.0   0.0   0.0   0.1   0.6   1.4   0.7   0.7  1.01  0.52  0.36  0.00  0.00   88.60  140.11    1.67    0.00    1.77
 1987 359   147   115     3    11.2   39.4   16560   27.8   11.6   1.8   2.4   2.4   1.4   1.3   1.0   1.7   3.0   0.0   0.0   0.1   0.6   1.2   0.7   0.7  1.00  0.51  0.35  0.00  0.00   89.36  140.97    1.67    0.00    1.77
 1987 360   148   115     3    11.2   40.1   16559   28.6   11.5   2.0   2.6   2.6   1.5   1.3   1.0   1.7   3.0   0.0   0.0   0.1   0.6   1.2   0.7   0.7  1.01  0.51  0.35  0.00  0.00   90.12  141.78    1.67    0.00    1.77
 1987 361   149   115     3    11.2   40.9   16559   29.4   11.5   1.0   2.3   2.8   1.8   1.5   1.0   1.7   3.0   0.0   0.0   0.1   0.5   1.2   0.7   0.7  1.02  0.50  0.34  0.00  0.00   90.88  142.58    1.67    0.00    1.77
 1987 362   150   115     3    11.2   37.3   16558   26.0   11.4   0.8   1.7   2.2   1.6   1.3   0.9   1.6   2.9   0.0   0.0   0.2   0.7   1.2   0.7   0.7  0.97  0.50  0.33  0.00  0.00   91.67  142.83    1.67    0.00    1.78
 1987 363   151   115     3    11.2   36.2   16557   24.7   11.5   0.6   1.5   2.0   1.5   1.3   0.9   1.5   2.9   0.0   0.0   0.3   0.7   1.2   0.7   0.7  0.96  0.49  0.33  0.00  0.00   92.49  143.20    1.67    0.00    1.78
 1987 364   152   115     3    11.2   37.0   16557   24.9   12.0   0.6   1.4   2.0   1.6   1.3   0.9   1.5   2.9   0.0   0.0   0.4   0.9   1.3   0.8   0.7  0.97  0.49  0.32  0.00  0.00   93.28  143.47    1.67    0.00    1.78
 1987 365   153   115     3    11.2   35.3   16556   23.2   12.1   0.3   0.9   1.5   1.4   1.3   1.0   1.5   2.8   0.0   0.0   0.5   0.9   1.3   0.8   0.7  0.94  0.48  0.31  0.00  0.00   94.08  143.76    1.67    0.00    1.78
 1988 001   154   115     3    11.5   31.4   16555   19.8   11.7   0.4   0.7   1.1   1.1   1.1   0.9   1.3   2.6   0.0   0.0   0.5   0.9   1.2   0.8   0.7  0.90  0.48  0.31  0.00  0.00   94.89  144.02    1.72    0.00    1.78
 1988 002   155   115     3    11.6   27.3   16554   16.7   10.6   0.9   0.4   0.6   0.8   0.8   0.7   1.2   2.5   0.0   0.0   0.0   0.8   1.0   0.7   0.7  0.85  0.48  0.30  0.00  0.00   95.73  144.65    1.74    0.00    1.78
 1988 003   156   115     3    11.6   23.9   16554   13.9   10.1   0.3   0.3   0.3   0.6   0.6   0.6   1.1   2.3   0.0   0.0   0.2   0.7   0.8   0.7   0.7  0.80  0.47  0.29  0.00  0.00   96.56  144.93    1.74    0.00    1.78
 1988 004   157   115     3    11.6   22.1   16553   13.0    9.1   0.5   0.5   0.4   0.5   0.6   0.5   0.9   2.2   0.0   0.0   0.1   0.5   0.7   0.7   0.6  0.76  0.47  0.29  0.00  0.00   97.44  145.90    1.74    0.00    1.78
 1988 005   158   115     3    11.6   20.4   16552   11.7    8.7   0.2   0.4   0.4   0.5   0.5   0.4   0.8   2.1   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.73  0.47  0.28  0.00  0.00   98.37  146.68    1.74    0.00    1.79
 1988 006   159   115     3    11.6   19.8   16551   10.7    9.2   0.2   0.3   0.3   0.4   0.4   0.4   0.8   2.0   0.0   0.0   0.3   0.6   0.7   0.6   0.6  0.72  0.46  0.28  0.00  0.00   99.28  146.89    1.74    0.00    1.79
 1988 007   160   115     3    11.6   18.9   16550    9.6    9.3   0.3   0.3   0.3   0.3   0.3   0.3   0.7   1.8   0.0   0.0   0.4   0.7   0.8   0.7   0.6  0.69  0.46  0.27  0.00  0.00  100.16  147.15    1.74    0.00    1.79
 1988 008   161   115     3    11.6   18.0   16550    9.1    9.0   0.8   0.3   0.3   0.3   0.3   0.3   0.6   1.7   0.0   0.0   0.0   0.7   0.8   0.7   0.6  0.68  0.46  0.27  0.00  0.00  101.04  147.76    1.74    0.00    1.79
 1988 009   162   115     3    11.6   17.1   16549    8.7    8.4   0.3   0.5   0.4   0.3   0.3   0.3   0.6   1.6   0.0   0.0   0.2   0.5   0.7   0.6   0.6  0.66  0.45  0.26  0.00  0.00  101.91  148.50    1.74    0.00    1.79
 1988 010   163   115     3    11.6   16.5   16548    8.3    8.1   0.5   0.4   0.3   0.3   0.3   0.3   0.5   1.5   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.65  0.45  0.26  0.00  0.00  102.76  149.25    1.74    0.00    1.79
 1988 011   164   115     3    11.6   15.9   16547    7.9    8.0   0.4   0.4   0.3   0.3   0.3   0.3   0.4   1.4   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.64  0.45  0.26  0.00  0.00  103.64  149.93    1.74    0.00    1.80
 1988 012   165   115     3    11.6   15.6   16547    7.7    7.9   0.4   0.5   0.3   0.3   0.3   0.3   0.4   1.4   0.0   0.0   0.1   0.5   0.6   0.6   0.5  0.63  0.45  0.25  0.00  0.00  104.57  150.71    1.74    0.00    1.80
 1988 013   166   115     3    11.6   15.3   16546    7.2    8.1   0.1   0.2   0.4   0.3   0.3   0.3   0.4   1.3   0.0   0.0   0.3   0.6   0.6   0.5   0.5  0.63  0.44  0.25  0.00  0.00  105.55  151.24    1.74    0.00    1.80
 1988 014   167   115     3    11.6   15.2   16545    6.7    8.6   0.1   0.3   0.3   0.3   0.3   0.3   0.3   1.2   0.0   0.0   0.4   0.7   0.7   0.6   0.6  0.62  0.44  0.24  0.00  0.00  106.49  151.47    1.74    0.00    1.80
 1988 015   168   115     3    11.6   15.2   16544    6.7    8.5   0.7   0.3   0.3   0.3   0.3   0.3   0.3   1.1   0.0   0.0   0.0   0.7   0.8   0.6   0.6  0.62  0.44  0.24  0.00  0.00  107.45  152.04    1.74    0.00    1.80
 1988 016   169   115     3    11.6   14.8   16543    6.5    8.3   0.3   0.5   0.3   0.3   0.3   0.3   0.3   1.1   0.0   0.0   0.2   0.5   0.8   0.6   0.6  0.62  0.43  0.24  0.00  0.00  108.39  152.62    1.74    0.00    1.80
 1988 017   170   115     3    11.6   14.5   16543    6.6    7.9   0.6   0.4   0.4   0.3   0.3   0.3   0.3   1.0   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.61  0.43  0.23  0.00  0.00  109.30  153.46    1.74    0.00    1.80
 1988 018   171   115     3    11.6   14.1   16542    6.3    7.8   0.0   0.3   0.4   0.3   0.3   0.3   0.3   1.0   0.0   0.0   0.1   0.5   0.6   0.6   0.6  0.61  0.43  0.23  0.00  0.00  110.21  154.14    1.74    0.00    1.81
 1988 019   172   115     3    11.9   13.7   16541    5.3    8.4   0.0   0.1   0.2   0.2   0.3   0.3   0.3   0.9   0.0   0.0   0.3   0.6   0.7   0.6   0.6  0.62  0.43  0.22  0.00  0.00  111.11  154.29    1.74    0.00    1.81
 1988 020   173   115     3    12.4   13.7   16540    4.8    8.9   0.1   0.1   0.2   0.2   0.2   0.2   0.3   0.7   0.0   0.0   0.4   0.7   0.8   0.6   0.6  0.63  0.44  0.23  0.00  0.00  111.97  154.43    1.74    0.00    1.81
 1988 021   174   115     3    13.3   13.1   16540    3.9    9.2   0.1   0.1   0.2   0.2   0.2   0.2   0.2   0.5   0.0   0.0   0.5   0.8   0.8   0.7   0.6  0.64  0.45  0.23  0.00  0.00  112.80  154.58    1.74    0.00    1.82
 1988 022   175   115     3    13.5   13.4   16539    3.8    9.7   0.2   0.1   0.2   0.2   0.2   0.2   0.2   0.4   0.0   0.0   0.5   0.9   0.9   0.7   0.6  0.65  0.46  0.24  0.00  0.00  113.52  154.69    1.74    0.00    1.82
 1988 023   176   115     3    13.6   14.0   16538    4.1   10.0   0.8   0.2   0.2   0.2   0.2   0.2   0.2   0.4   0.0   0.0   0.0   1.0   1.1   0.7   0.7  0.67  0.47  0.24  0.00  0.00  114.29  155.16    1.75    0.00    1.82
 1988 024   177   115     3    13.7   14.8   16538    4.2   10.6   0.8   0.2   0.2   0.2   0.2   0.2   0.2   0.4   0.0   0.0   0.1   1.0   1.2   0.8   0.7  0.70  0.48  0.24  0.00  0.00  115.08  155.34    1.75    0.00    1.83
 1988 025   178   115     3    13.7   15.6   16537    4.8   10.8   1.0   0.5   0.2   0.2   0.2   0.2   0.2   0.4   0.0   0.0   0.1   0.9   1.3   0.8   0.7  0.72  0.49  0.25  0.00  0.00  115.92  155.93    1.76    0.00    1.84

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   2        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1988 212     0     0     0     0.0   99.5   16645   77.2   22.3  16.6  15.4  15.2   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.0   1.2   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.72    2.40    0.00    0.00    0.00
 1988 213     1     0     0     0.0  100.2   16645   78.6   21.6  16.6  15.8  15.4   8.7   4.7   0.0   0.1   0.1   0.0   0.0   0.1   1.0   1.4   1.4   1.4  1.51  1.42  1.40  0.00  0.00    1.45    3.79    0.00    0.00    0.00
 1988 214     2     0     0     0.0  100.9   16644   79.9   21.0   9.5  19.7  15.5   8.8   4.8   0.1   0.2   0.2   0.0   0.0   0.1   0.9   1.4   1.3   1.3  1.51  1.39  1.36  0.00  0.00    2.16    5.13    0.00    0.00    0.00
 1988 215     3     0     0     0.0  101.6   16643   81.0   20.5   2.4  10.4  15.0  12.8   8.4   0.4   0.2   0.2   0.0   0.0   0.2   0.8   1.4   1.2   1.3  1.51  1.35  1.31  0.00  0.00    2.80    6.22    0.00    0.00    0.00
 1988 216     4     1     1     0.0  103.1   16643   81.8   21.3   2.6   8.6  14.0  12.3   9.0   1.3   0.4   0.2   0.0   0.0   1.0   0.9   1.4   1.3   1.3  1.53  1.35  1.30  0.00  0.00    3.38    6.49    0.00    0.00    0.04
 1988 217     5     1     1     0.0  103.5   16642   81.9   21.6   2.5   8.4  13.8  12.2   9.1   1.5   0.4   0.3   0.0   0.0   0.9   0.9   1.5   1.3   1.3  1.55  1.36  1.30  0.00  0.00    3.89    6.68    0.00    0.00    0.07
 1988 218     6     1     1     0.2  103.8   16642   82.0   21.8   2.6   8.2  13.5  11.8   9.1   1.7   0.5   0.3   0.0   0.0   0.8   1.0   1.6   1.3   1.3  1.56  1.36  1.29  0.00  0.00    4.32    6.87    0.00    0.00    0.11
 1988 219     7     1     1     0.3  104.0   16641   82.3   21.7   3.0   8.2  13.4  11.6   9.0   1.9   0.6   0.3   0.0   0.0   0.3   1.0   1.6   1.3   1.3  1.58  1.36  1.28  0.00  0.00    4.73    7.25    0.00    0.00    0.20
 1988 220     8     1     1     0.3  104.2   16641   82.6   21.7   3.3   8.2  13.3  11.5   9.0   2.0   0.7   0.4   0.0   0.0   0.1   0.9   1.7   1.3   1.4  1.59  1.36  1.27  0.00  0.00    5.17    7.67    0.12    0.00    0.28
 1988 221     9     1     1     0.3  104.6   16640   82.8   21.7   3.5   8.3  13.3  11.4   8.9   2.0   0.7   0.4   0.0   0.0   0.0   0.9   1.7   1.3   1.4  1.60  1.36  1.26  0.00  0.00    5.64    8.04    0.16    0.00    0.31
 1988 222    10     1     1     0.4  105.0   16640   83.4   21.7   3.8   8.3  13.4  11.4   8.9   2.0   0.7   0.4   0.0   0.0   0.1   0.8   1.7   1.3   1.4  1.62  1.36  1.25  0.00  0.00    6.13    8.58    0.19    0.00    0.32
 1988 223    11     1     1     0.4  105.5   16639   83.9   21.6   4.0   8.4  13.5  11.4   9.0   2.0   0.7   0.4   0.0   0.0   0.1   0.8   1.6   1.4   1.4  1.63  1.36  1.24  0.00  0.00    6.61    9.11    0.20    0.00    0.33
 1988 224    12     1     1     0.4  105.9   16639   84.3   21.6   4.2   8.4  13.6  11.5   9.0   2.0   0.7   0.4   0.0   0.0   0.1   0.7   1.6   1.4   1.4  1.65  1.35  1.23  0.00  0.00    7.06    9.60    0.21    0.00    0.35
 1988 225    13     1     1     0.4  106.3   16639   84.9   21.4   4.4   8.5  13.7  11.5   9.0   2.0   0.8   0.4   0.0   0.0   0.1   0.7   1.6   1.3   1.4  1.66  1.35  1.22  0.00  0.00    7.51   10.17    0.22    0.00    0.37
