*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2011 332   100    97   3674   33.36    0.85   18.90    5.11    5.76    2.01    7.9   18.7   33.7   28.5    0.00    0.00    0.00
 2011 333   101    98   3860   35.46    0.87   19.62    6.20    5.45    2.07    8.0   18.8   31.6   26.9    0.00    0.00    0.00
 2011 334   102    99   4047   34.74    0.83   19.55    6.13    4.83    2.06    8.1   19.0   30.6   24.7    0.00    0.00    0.00
 2011 335   103   100   4221   30.92    0.47   17.23    6.25    2.22    1.95    8.2   19.3   20.8   15.9    0.00    0.00    0.00
 2011 336   104   101   4418   35.11    0.60   19.61    6.91    2.87    2.28    8.3   19.6   23.0   17.6    0.00    0.00    0.00
 2011 337   105   102   4637   36.39    0.66   21.81    6.62    3.12    2.41    8.4   19.8   23.7   18.0    0.00    0.00    0.00
 2011 338   106   103   4846   38.88    0.87   21.26    7.44    4.09    2.57    8.5   20.1   25.6   20.7    0.00    0.00    0.00
 2011 339   107   104   5028   36.19    1.07   19.34    6.53    5.23    2.33    8.6   20.2   29.9   23.9    0.00    0.00    0.00
 2011 340   108   105   5181   31.88    1.21   17.30    5.52    5.28    1.93    8.6   20.3   29.0   24.8    0.00    0.00    0.00
 2011 341   109   106   5382   39.74    1.17   21.36    7.32    5.37    2.48    8.7   20.4   28.0   23.4    0.00    0.00    0.00
 2011 342   110   107   5556   34.59    1.02   18.64    6.62    4.16    2.07    8.8   20.6   25.7   20.6    0.00    0.00    0.00
 2011 343   111   108   5748   38.10    1.15   20.43    7.17    4.78    2.38    8.9   20.7   26.2   21.7    0.00    0.00    0.00
 2011 344   112   109   5939   39.08    1.22   20.37    7.46    5.11    2.37    8.9   20.9   26.8   22.1    0.00    0.00    0.00
 2011 345   113   110   6115   38.67    1.31   20.55    7.12    5.51    2.43    9.0   21.0   27.8   22.9    0.00    0.00    0.00
 2011 346   114   111   6279   39.65    1.39   20.45    7.49    5.62    2.39    9.1   21.1   28.1   22.6    6.26   20.42   31.95
 2011 347   115   112   6430   34.97    1.14   19.34    6.73    3.89    2.11    9.1   21.2   23.7   18.6    6.22   19.09   33.56
 2011 348   116   113   6573   30.43    1.11   16.39    6.23    3.33    1.36    9.1   21.2   21.2   17.6    6.23   18.36   34.20
 2011 349   117   114   6705   33.42    1.37   17.61    6.45    4.48    1.80    9.2   21.3   26.1   19.8    6.21   18.73   33.95
 2011 350   118   115   6771   27.00    1.51   14.67    5.39    4.33    0.65    9.1   21.1   24.7   20.7    6.20   19.11   33.63
 2011 351   119   116   6849   21.72    1.38   12.04    4.56    3.48    0.00    9.0   20.8   21.6   19.0    6.20   19.03   33.73
 2011 352   120   117   6986   37.61    1.52   19.42    7.58    4.87    2.08    9.1   20.8   25.5   20.3    6.19   19.18   33.62
 2011 353   121   118   7120   40.07    1.91   19.73    7.45    7.45    2.33    9.1   20.9   31.5   25.3    6.26   19.48   32.91
 2011 354   122   119   7215   37.60    1.98   17.90    6.64    8.69    2.12    9.1   20.8   34.7   27.6    6.34   19.68   32.19
 2011 355   123   120   7271   35.28    2.17   16.34    6.62    8.62    1.38    9.0   20.6   33.8   28.0    6.42   19.84   31.55
 2011 356   124   121   7279   21.08    1.84   11.52    4.37    4.56    0.00    8.9   20.3   24.2   21.7    6.37   19.92   31.76
 2011 357   125   122   7303   17.20    1.59    9.56    3.58    3.52    0.00    8.8   19.9   21.9   19.1    6.33   19.73   32.18
 2011 358   126   123   7306   13.86    1.27    8.18    2.90    2.43    0.00    8.7   19.7   18.6   15.6    6.35   19.10   32.74
 2011 359   127   124   7447   35.90    1.53   18.31    7.80    4.28    1.57    8.7   19.6   23.8   18.4    6.33   19.00   32.97
 2011 360   128   125   7552   32.91    1.81   17.37    7.03    5.14    0.72    8.6   19.4   25.8   21.0    6.31   19.14   32.95
 2011 361   129   126   7660   39.23    1.99   19.64    8.34    6.32    1.37    8.6   19.3   27.2   22.8    6.30   19.31   32.80
 2011 362   130   127   7738   38.84    2.00   19.23    8.39    6.38    1.18    8.5   19.1   27.8   22.7    6.30   19.46   32.69
 2011 363   131   128   7803   38.89    1.98   18.90    8.71    6.27    1.07    8.5   18.9   27.7   22.3    6.29   19.57   32.62
 2011 364   132   129   7875   37.39    2.08   17.81    8.28    7.12    0.70    8.4   18.6   29.9   24.1    6.30   19.68   32.44
 2011 365   133   130   7930   37.63    2.13   17.93    8.54    7.12    0.53    8.2   18.2   28.9   24.2    6.31   19.78   32.28
 2012 001   134   131   7993   38.13    2.02   18.35    8.92    6.32    0.69    8.1   17.9   26.5   22.6    6.30   19.85   32.25
 2012 002   135   132   8044   35.94    1.94   17.43    8.39    6.10    0.44    8.0   17.6   27.5   22.0    6.30   19.90   32.25
 2012 003   136   133   8069   30.53    2.02   14.56    6.83    7.03    0.00    7.9   17.2   31.0   24.3    6.31   19.96   32.13
 2012 004   137   134   8159   37.77    1.89   18.07    9.09    6.28    0.39    7.8   16.8   27.8   22.1    6.30   19.99   32.14
 2012 005   138   135   8252   37.13    1.94   17.92    8.83    6.71    0.18    7.6   16.4   28.3   23.0    6.30   20.04   32.10
 2012 006   139   136   8340   37.51    1.90   17.64    8.68    7.23    0.39    7.5   16.1   30.5   23.4    6.30   20.08   32.05
 2012 007   140   137   8397   37.24    2.01   17.48    8.71    7.65    0.14    7.4   15.6   29.6   24.7    6.31   20.11   31.94
 2012 008   141   138   8472   36.67    1.94   16.91    8.35    8.20    0.25    7.2   15.2   32.1   25.3    6.32   20.14   31.83
 2012 009   142   139   8525   35.02    2.00   15.28    7.16   10.49    0.26    7.1   14.8   35.6   29.4    6.36   20.17   31.58
 2012 010   143   140   8588   35.45    1.97   15.50    7.51   10.37    0.16    6.9   14.4   35.1   29.1    6.39   20.19   31.36
 2012 011   144   141   8635   33.15    1.99   14.79    7.44    9.26    0.00    6.7   13.9   32.3   27.8    6.41   20.21   31.20
 2012 012   145   142   8720   34.98    1.65   16.89    9.02    5.73    0.00    6.6   13.5   23.0   21.3    6.40   20.20   31.32
 2012 013   146   143   8773   27.65    1.59   13.79    6.93    5.37    0.00    6.4   13.1   25.5   20.8    6.38   20.18   31.43
 2012 014   147   144   8786   16.24    1.41    8.90    3.69    4.36    0.02    6.3   12.7   23.4   19.9    6.38   20.13   31.52
 2012 015   148   145   8866   34.26    1.46   16.41    9.04    5.32    0.00    6.2   12.3   24.7   19.9    6.37   20.08   31.64
 2012 016   149   146   8916   31.95    1.55   14.87    7.70    6.95    0.00    6.0   11.9   29.5   23.1    6.36   20.11   31.66
 2012 017   150   147   8971   33.32    1.59   15.02    8.03    8.14    0.00    5.9   11.5   30.5   25.4    6.36   20.14   31.60
 2012 018   151   148   9022   33.10    1.57   14.41    7.82    8.79    0.00    5.7   11.0   31.4   26.5    6.37   20.17   31.50
 2012 019   152   149   9073   32.51    1.49   14.06    7.73    8.76    0.00    5.5   10.6   32.0   26.4    6.39   20.18   31.40
 2012 020   153   150   9112   30.94    1.49   12.53    6.94   10.14    0.03    5.4   10.2   34.0   29.1    6.41   20.20   31.24
 2012 021   154   151   9149   31.10    1.01   13.35    7.63    8.20    0.11    5.3    9.9   31.4   25.9    6.43   20.18   31.12
 2012 022   155   152   9190   24.21    1.15   10.87    5.56    7.15    0.05    5.2    9.6   29.3   25.3    6.44   20.18   31.06
 2012 023   156   153   9215   23.16    1.09    9.04    4.40    9.50    0.08    5.1    9.3   34.4   29.8    6.46   20.18   30.93
 2012 024   157   154   9273   28.93    0.93   12.36    7.05    7.69    0.11    5.0    9.0   28.6   26.1    6.48   20.16   30.84
 2012 025   158   155   9315   20.67    1.00    9.58    4.77    5.67    0.05    4.8    8.7   26.5   23.0    6.48   20.16   30.84
 2012 026   159   156   9394   26.93    0.71   12.31    7.20    5.12    0.10    4.8    8.5   26.0   20.6    6.48   20.12   30.88
 2012 027   160   157   9472   26.26    0.68   11.73    6.85    5.38    0.11    4.7    8.3   26.2   21.6    6.48   20.10   30.89
 2012 028   161   158   9546   25.91    0.72   11.34    6.60    5.88    0.10    4.6    8.1   28.3   22.6    6.49   20.09   30.88
 2012 029   162   159   9622   25.45    0.30   10.99    3.88    7.47    0.24    4.6    8.1   32.3   26.0    6.39   20.29   31.24
 2012 030   163   160   9347   24.24    0.00    9.59    2.88    8.34    0.63    4.7    7.8   33.9   28.0    6.31   20.49   31.56
 2012 031   164   161   9100   18.20    0.98    6.46    2.46    8.86    0.11    4.5    7.1   35.8   30.9    6.29   20.55   31.61
 2012 032   165   162   8896   11.97    0.77    5.02    2.04    4.96    0.00    4.3    6.4   27.5   24.0    6.29   20.56   31.64
 2012 033   166   163   8707    5.93    0.60    2.50    0.72    3.41    0.00    4.1    5.8   22.0   20.9    6.29   20.56   31.65
 2012 034   167   164   8558    4.61    0.50    1.59    0.46    3.14    0.00    3.9    5.3   21.6   20.4    6.29   20.55   31.65
 2012 035   168   165   8426    4.09    0.50    0.00    0.00    4.91    0.00    3.7    4.9   31.1   26.4    6.29   20.55   31.65
 2012 036   169   166   8315    3.66    0.42    0.06    0.02    4.01    0.00    3.5    4.5   26.2   24.2    6.29   20.55   31.65
 2012 037   170   167   8230    4.75    0.38    0.74    0.21    4.21    0.00    3.3    4.1   27.1   24.8    6.29   20.55   31.65
 2012 038   171   168   8157    3.39    0.33    0.00    0.00    3.87    0.00    3.1    3.8   27.1   24.1    6.29   20.55   31.65
 2012 039   172   169   8097    2.53    0.29    0.00    0.00    3.38    0.00    2.9    3.6   25.5   22.7    6.29   20.55   31.65
 2012 040   173   170   8046    2.64    0.27    0.00    0.00    3.57    0.00    2.8    3.3   27.4   23.3    6.29   20.55   31.65
 2012 041   174   171   8004    2.46    0.24    0.00    0.00    3.30    0.00    2.6    3.1   26.1   22.5    6.29   20.55   31.65

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN  14        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2012 235     3     0      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   25.5   20.8    0.00    0.00    0.00
 2012 236     4     1      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   28.0   24.2    0.00    0.00    0.00
 2012 237     5     2      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   22.7   18.2    0.00    0.00    0.00
 2012 238     6     3      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   11.1    9.2    0.00    0.00    0.00
 2012 239     7     4      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   10.4    9.5    0.00    0.00    0.00
 2012 240     8     5      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   11.0    8.3    0.00    0.00    0.00
 2012 241     9     6      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   13.8   10.9    0.00    0.00    0.00
 2012 242    10     7      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   15.2   12.8    0.00    0.00    0.00
 2012 243    11     8      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   20.6   16.3    0.00    0.00    0.00
 2012 244    12     9      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   21.9   16.4    0.00    0.00    0.00
 2012 245    13    10      7    0.00    0.00    0.00    0.00    0.00    0.00    4.0    7.9   22.6   16.8    0.00    0.00    0.00
 2012 246    14    11      8    0.14    0.00    0.09    0.03    0.01    0.00    3.9    7.8   24.4   19.2    0.00    0.00    0.00
 2012 247    15    12      9    0.09    0.00    0.05    0.02    0.00    0.00    3.9    7.8   16.4   12.9    0.00    0.00    0.00
 2012 248    16    13      9    0.12    0.00    0.07    0.02    0.01    0.00    3.9    7.7   21.7   16.5    0.00    0.00    0.00
 2012 249    17    14      9    0.05    0.00    0.03    0.01    0.00    0.00    3.8    7.6   17.4   16.4    0.00    0.00    0.00
 2012 250    18    15     10    0.05    0.00    0.03    0.01    0.00    0.00    3.8    7.6   16.7   15.2    0.00    0.00    0.00
 2012 251    19    16     10    0.07    0.00    0.04    0.01    0.01    0.00    3.8    7.5   20.2   18.1    0.00    0.00    0.00
 2012 252    20    17     10    0.07    0.00    0.04    0.01    0.00    0.00    3.7    7.5   17.2   16.2    0.00    0.00    0.00
 2012 253    21    18     11    0.14    0.00    0.09    0.03    0.01    0.00    3.7    7.4   16.8   14.6    0.00    0.00    0.00
 2012 254    22    19     12    0.17    0.00    0.11    0.03    0.01    0.00    3.7    7.4   18.2   15.1    0.00    0.00    0.00
 2012 255    23    20     13    0.11    0.00    0.07    0.02    0.01    0.00    3.7    7.4   18.0   14.3    0.00    0.00    0.00
 2012 256    24    21     14    0.21    0.00    0.14    0.04    0.01    0.00    3.7    7.4   20.5   15.7    0.00    0.00    0.00
 2012 257    25    22     16    0.23    0.00    0.15    0.04    0.01    0.00    3.6    7.4   20.6   14.9    0.00    0.00    0.00
 2012 258    26    23     18    0.28    0.00    0.18    0.05    0.02    0.00    3.6    7.4   23.1   17.4    0.00    0.00    0.00
 2012 259    27    24     18    0.14    0.00    0.08    0.03    0.01    0.00    3.6    7.3   22.8   20.1    0.00    0.00    0.00
 2012 260    28    25     20    0.32    0.00    0.19    0.07    0.03    0.00    3.6    7.3   25.7   22.5    0.00    0.00    0.00
 2012 261    29    26     22    0.26    0.00    0.16    0.05    0.02    0.00    3.6    7.2   23.3   20.0    0.00    0.00    0.00
 2012 262    30    27     22    0.16    0.00    0.10    0.04    0.01    0.00    3.6    7.2   18.4   17.1    0.00    0.00    0.00
 2012 263    31    28     23    0.15    0.00    0.09    0.03    0.01    0.00    3.6    7.2   15.7   12.4    0.00    0.00    0.00
 2012 264    32    29     25    0.29    0.00    0.18    0.06    0.01    0.00    3.6    7.2   16.7   12.1    0.00    0.00    0.00
 2012 265    33    30     28    0.40    0.00    0.25    0.09    0.02    0.00    3.6    7.2   17.5   13.5    0.00    0.00    0.00
 2012 266    34    31     30    0.40    0.00    0.25    0.09    0.01    0.00    3.6    7.3   16.9   11.9    0.00    0.00    0.00
 2012 267    35    32     33    0.44    0.00    0.28    0.09    0.02    0.00    3.6    7.3   18.9   11.5    0.00    0.00    0.00
 2012 268    36    33     36    0.52    0.00    0.32    0.11    0.03    0.00    3.6    7.3   22.9   16.4    0.00    0.00    0.00
 2012 269    37    34     38    0.29    0.00    0.18    0.06    0.01    0.00    3.6    7.3   11.7    7.7    0.00    0.00    0.00
 2012 270    38    35     40    0.36    0.00    0.23    0.08    0.01    0.00    3.6    7.4   13.5    8.3    0.00    0.00    0.00
 2012 271    39    36     43    0.51    0.00    0.33    0.11    0.02    0.00    3.6    7.4   17.0   10.9    0.00    0.00    0.00
 2012 272    40    37     47    0.67    0.00    0.42    0.14    0.03    0.00    3.6    7.4   19.8   15.2    0.00    0.00    0.00
 2012 273    41    38     50    0.44    0.00    0.28    0.09    0.03    0.00    3.6    7.4   17.3   15.2    0.00    0.00    0.00
 2012 274    42    39     56    0.93    0.00    0.59    0.19    0.05    0.00    3.6    7.4   22.4   16.4    0.00    0.00    0.00
 2012 275    43    40     62    1.03    0.00    0.64    0.21    0.08    0.00    3.6    7.4   25.7   21.0    0.00    0.00    0.00
 2012 276    44    41     65    0.48    0.00    0.29    0.10    0.04    0.00    3.6    7.3   19.6   18.2    0.00    0.00    0.00
 2012 277    45    42     68    0.53    0.00    0.32    0.11    0.04    0.00    3.6    7.3   19.8   17.4    0.00    0.00    0.00
 2012 278    46    43     74    1.08    0.00    0.68    0.23    0.06    0.00    3.6    7.3   20.2   17.3    0.00    0.00    0.00
 2012 279    47    44     85    1.69    0.00    1.06    0.34    0.11    0.00    3.5    7.3   25.1   20.1    0.00    0.00    0.00
 2012 280    48    45     89    0.74    0.00    0.45    0.15    0.06    0.00    3.5    7.3   21.0   18.9    0.00    0.00    0.00
 2012 281    49    46     93    0.76    0.01    0.46    0.16    0.06    0.00    3.5    7.2   19.7   18.5    0.00    0.00    0.00
 2012 282    50    47     96    0.83    0.01    0.54    0.15    0.07    0.00    3.5    7.2   19.7   18.5    0.00    0.00    0.00
 2012 283    51    48    101    1.01    0.01    0.60    0.20    0.08    0.00    3.5    7.2   20.2   18.6    0.00    0.00    0.00
 2012 284    52    49    110    1.49    0.00    0.94    0.29    0.08    0.00    3.5    7.2   18.1   16.0    0.00    0.00    0.00
 2012 285    53    50    122    1.86    0.00    1.18    0.36    0.08    0.00    3.5    7.2   17.8   14.7    0.00    0.00    0.00
 2012 286    54    51    137    2.32    0.01    1.48    0.44    0.11    0.00    3.5    7.3   20.3   16.1    0.00    0.00    0.00
 2012 287    55    52    154    2.93    0.01    1.80    0.60    0.17    0.00    3.5    7.3   22.8   18.1    0.00    0.00    0.00
 2012 288    56    53    175    3.51    0.01    2.15    0.72    0.22    0.00    3.6    7.3   24.1   18.9    0.00    0.00    0.00
 2012 289    57    54    188    2.12    0.01    1.29    0.43    0.15    0.00    3.6    7.3   21.5   18.3    0.00    0.00    0.00
 2012 290    58    55    201    2.28    0.01    1.40    0.47    0.14    0.00    3.6    7.2   18.1   16.9    0.00    0.00    0.00
 2012 291    59    56    221    3.25    0.01    2.00    0.68    0.17    0.00    3.6    7.3   19.6   16.6    0.00    0.00    0.00
 2012 292    60    57    246    4.13    0.01    2.57    0.87    0.20    0.00    3.6    7.3   20.4   15.5    0.00    0.00    0.00
 2012 293    61    58    270    3.97    0.01    2.44    0.83    0.23    0.00    3.6    7.3   21.7   17.1    0.00    0.00    0.00
 2012 294    62    59    288    3.05    0.02    1.83    0.63    0.25    0.00    3.6    7.2   23.8   19.3    0.00    0.00    0.00
 2012 295    63    60    326    6.47    0.02    3.93    1.34    0.45    0.00    3.6    7.2   25.6   20.4    0.00    0.00    0.00
 2012 296    64    61    363    6.22    0.02    3.78    1.29    0.44    0.00    3.6    7.2   23.5   20.4    0.00    0.00    0.00
 2012 297    65    62    389    4.27    0.01    2.66    0.91    0.20    0.00    3.6    7.2   16.6   14.2    0.00    0.00    0.00
 2012 298    66    63    440    8.36    0.02    5.17    1.78    0.43    0.00    3.6    7.2   22.0   16.8    0.00    0.00    0.00
 2012 299    67    64    498    9.65    0.03    5.95    2.04    0.54    0.00    3.6    7.3   23.2   17.7    0.00    0.00    0.00
 2012 300    68    65    567   11.49    0.03    7.04    2.42    0.72    0.00    3.6    7.3   24.8   19.1    0.00    0.00    0.00
 2012 301    69    66    641   12.56    0.05    7.50    2.58    1.05    0.03    3.6    7.4   28.1   22.5    0.00    0.00    0.00
 2012 302    70    67    692    8.96    0.06    5.24    1.82    0.87    0.06    3.7    7.5   26.2   22.8    0.00    0.00    0.00
 2012 303    71    68    734    7.34    0.05    4.30    1.50    0.66    0.08    3.7    7.7   22.5   20.7    0.00    0.00    0.00
 2012 304    72    69    820   14.50    0.05    8.62    2.99    0.97    0.21    3.9    8.2   22.4   19.8    0.00    0.00    0.00
 2012 305    73    70    897   13.05    0.06    7.70    2.67    0.86    0.24    4.0    8.6   21.7   18.9    0.00    0.00    0.00
 2012 306    74    71    994   16.56    0.07    9.74    3.44    1.05    0.36    4.2    9.2   23.1   18.7    0.00    0.00    0.00
 2012 307    75    72   1112   20.13    0.08   11.68    4.23    1.28    0.50    4.5    9.9   24.6   18.7    0.00    0.00    0.00
 2012 308    76    73   1239   21.72    0.10   12.58    4.58    1.59    0.61    4.7   10.5   26.7   20.1    0.00    0.00    0.00
 2012 309    77    74   1366   21.96    0.13   12.74    4.53    1.78    0.71    5.0   11.2   27.4   21.1    0.00    0.00    0.00
 2012 310    78    75   1501   23.75    0.16   13.16    4.99    2.18    0.82    5.2   11.8   29.4   22.5    0.00    0.00    0.00
 2012 311    79    76   1642   25.12    0.20   14.30    4.97    2.50    0.99    5.4   12.4   29.9   23.5    0.00    0.00    0.00
 2012 312    80    77   1768   22.79    0.23   13.19    4.29    2.33    1.03    5.7   13.0   28.6   23.2    0.00    0.00    0.00
 2012 313    81    78   1927   27.37    0.25   16.04    5.08    2.79    1.34    5.9   13.7   29.9   23.5    0.00    0.00    0.00
 2012 314    82    79   2065   25.24    0.32   14.08    4.78    3.05    1.27    6.1   14.2   30.4   25.2    0.00    0.00    0.00
 2012 315    83    80   2124   11.70    0.25    5.71    2.76    1.25    0.47    6.1   14.3   20.1   18.9    0.00    0.00    0.00
 2012 316    84    81   2178   11.31    0.24    4.98    2.87    1.16    0.39    6.1   14.3   19.4   18.0    0.00    0.00    0.00
 2012 317    85    82   2309   21.97    0.23   13.87    4.03    1.53    1.35    6.4   14.9   20.3   17.4    0.00    0.00    0.00
 2012 318    86    83   2452   22.35    0.00   12.66    3.54    1.41    2.57    7.0   16.5   20.3   15.9    0.00    0.00    0.00
 2012 319    87    84   2621   25.87    0.00   12.55    3.28    1.95    5.63    8.3   20.1   22.5   18.3    0.00    0.00    0.00
 2012 320    88    85   2809   29.10    0.00   14.68    3.90    2.31    5.45    9.4   23.0   23.6   19.0    0.00    0.00    0.00
 2012 321    89    86   3015   32.55    0.00   16.10    4.29    2.98    6.13   10.6   25.9   25.7   20.9    0.00    0.00    0.00
 2012 322    90    87   3199   30.40    0.00   15.81    4.30    3.19    4.24   11.2   27.5   26.2   21.9    0.00    0.00    0.00
 2012 323    91    88   3393   32.33    0.00   15.99    4.37    3.73    5.18   12.0   29.4   28.5   23.0    0.00    0.00    0.00
 2012 324    92    89   3578   32.38    0.00   17.26    4.86    3.87    3.21   12.4   30.1   27.4   23.3    0.00    0.00    0.00
 2012 325    93    90   3772   33.70    1.03   19.91    6.11    3.58    2.29   12.3   29.8   26.9   21.5    0.00    0.00    0.00
 2012 326    94    91   3954   34.17    1.22   19.18    6.29    4.30    2.22   12.3   29.5   28.2   23.6    0.00    0.00    0.00
 2012 327    95    92   4147   34.68    1.13   20.21    6.42    3.76    2.17   12.2   29.3   25.4   21.6    0.00    0.00    0.00
 2012 328    96    93   4267   24.95    1.19   13.99    4.79    3.35    1.11   12.2   29.0   24.7   21.8    0.00    0.00    0.00
 2012 329    97    94   4454   33.88    0.97   19.31    6.64    3.13    1.97   12.2   28.9   23.7   18.9    0.00    0.00    0.00
 2012 330    98    95   4606   29.66    0.96   16.17    6.04    2.86    1.61   12.2   28.8   22.5   18.4    0.00    0.00    0.00
 2012 331    99    96   4788   34.90    1.09   18.72    6.84    3.74    2.38   12.2   28.7   26.6   19.8    0.00    0.00    0.00
 2012 332   100    97   4949   33.75    1.36   18.11    6.38    4.45    2.11   12.2   28.6   28.4   22.2    0.00    0.00    0.00
 2012 333   101    98   5073   33.59    1.58   17.80    6.17    5.29    2.09   12.2   28.4   30.4   24.3    6.40   20.50   31.02
 2012 334   102    99   5163   28.91    1.64   15.26    5.59    4.57    1.27   12.1   28.2   27.5   23.3    6.32   20.49   31.50
 2012 335   103   100   5244   27.52    1.75   14.07    5.61    4.76    0.82   12.0   27.8   27.7   24.1    6.35   20.50   31.29
 2012 336   104   101   5322   24.68    1.52   13.08    5.29    3.69    0.44   11.9   27.5   25.2   21.1    6.28   20.28   31.96
 2012 337   105   102   5465   35.28    1.52   17.72    7.12    4.89    2.08   11.9   27.4   29.8   21.8    6.26   20.27   32.10
 2012 338   106   103   5580   31.70    1.95   15.93    6.00    6.40    1.40   11.8   27.1   32.5   26.7    6.36   20.33   31.43
 2012 339   107   104   5578   16.59    1.59    8.87    3.01    4.42    0.12   11.7   26.8   27.0   24.6    6.38   20.38   31.28
 2012 340   108   105   5654   32.68    1.94   14.89    7.27    6.00    0.90   11.6   26.4   30.9   25.4    6.40   20.41   31.06
 2012 341   109   106   5684   25.24    2.05   12.94    5.19    5.52    0.08   11.4   25.9   29.4   25.8    6.43   20.43   30.86
 2012 342   110   107   5760   23.71    1.78   12.12    5.10    4.34    0.00   11.2   25.4   27.6   22.4    6.39   20.42   31.13
 2012 343   111   108   5874   34.99    1.59   17.68    7.41    4.20    1.76   11.2   25.4   25.7   20.0    6.36   20.26   31.52
 2012 344   112   109   5967   35.28    1.83   17.69    7.32    5.38    1.66   11.1   25.2   29.0   22.9    6.34   20.29   31.57
 2012 345   113   110   6047   34.63    1.96   16.13    7.37    6.33    1.36   11.1   25.0   31.8   25.0    6.36   20.33   31.42
 2012 346   114   111   6096   32.02    1.96   15.37    7.15    5.38    0.71   10.9   24.6   28.4   23.4    6.35   20.35   31.44
 2012 347   115   112   6137   29.75    1.96   14.76    6.99    5.04    0.10   10.8   24.1   26.8   23.0    6.34   20.37   31.48
 2012 348   116   113   6192   31.62    1.97   15.21    7.47    5.63    0.16   10.6   23.6   28.9   24.0    6.35   20.39   31.44
 2012 349   117   114   6293   33.87    1.86   16.38    8.12    5.23    0.38   10.4   23.2   27.7   22.5    6.33   20.39   31.52
 2012 350   118   115   6376   32.65    1.96   15.69    7.66    6.02    0.18   10.3   22.7   29.8   24.4    6.34   20.41   31.45
 2012 351   119   116   6438   30.25    2.01   14.36    7.03    6.44    0.00   10.1   22.1   31.1   25.7    6.36   20.42   31.32
 2012 352   120   117   6470   22.46    1.64   11.68    5.64    3.68    0.00    9.9   21.7   23.6   19.8    6.34   20.30   31.56
 2012 353   121   118   6460   14.86    1.63    8.14    3.69    3.34    0.00    9.8   21.2   22.8   19.9    6.32   20.21   31.76
 2012 354   122   119   6480   24.02    1.84   11.56    5.80    5.20    0.00    9.6   20.7   28.2   23.8    6.33   20.24   31.72
 2012 355   123   120   6470   15.60    1.68    8.34    3.75    3.89    0.00    9.4   20.2   23.9   21.7    6.32   20.24   31.79
 2012 356   124   121   6524   28.38    1.68   13.68    7.14    4.86    0.00    9.2   19.7   25.3   22.4    6.31   20.25   31.82
 2012 357   125   122   6604   32.40    1.61   15.88    8.18    5.15    0.00    9.1   19.2   27.5   22.0    6.30   20.26   31.86
 2012 358   126   123   6670   31.86    1.65   15.12    7.84    5.89    0.00    8.9   18.7   29.5   23.7    6.30   20.28   31.82
 2012 359   127   124   6728   31.14    1.83   13.65    7.05    8.50    0.02    8.7   18.1   34.0   29.5    6.34   20.29   31.56
 2012 360   128   125   6759   27.46    1.74   12.01    6.30    7.74    0.01    8.5   17.5   33.6   28.5    6.37   20.31   31.36
 2012 361   129   126   6806   17.48    1.18    8.89    4.52    3.63    0.06    8.4   17.1   23.0   20.1    6.38   20.22   31.42
 2012 362   130   127   6840   20.27    1.25   10.48    5.68    3.22    0.00    8.2   16.7   21.6   18.2    6.37   20.08   31.62
 2012 363   131   128   6913   28.30    1.25   13.83    7.63    3.88    0.00    8.1   16.3   24.4   18.6    6.36   19.99   31.78
 2012 364   132   129   6979   28.39    1.33   13.57    7.42    4.80    0.00    7.9   15.8   27.1   21.0    6.35   19.99   31.85
 2012 365   133   130   7031   28.81    1.39   12.89    7.28    6.15    0.00    7.7   15.3   30.6   24.1    6.35   20.02   31.80
 2012 366   134   131   7071   24.86    1.15   10.72    6.20    6.60    0.09    7.6   14.9   31.0   26.1    6.38   20.01   31.63
 2013 001   135   132   7121   21.58    0.73   10.64    6.22    2.96    0.10    7.5   14.7   20.3   17.0    6.39   19.81   31.73
 2013 002   136   133   7190   19.94    0.98   10.17    5.98    2.59    0.00    7.4   14.3   20.4   15.6    6.39   19.60   31.94
